title,normal_price,discount_price,product_url,image_url,status,error_message
Detergente Sanitário Bloco Para Caixa Acoplada Marine Pato 40g,"R$ 24,99",,https://www.ifood.com.br/delivery/brasilia-df/pao-de-acucar---aguas-claras-sul-aguas-claras/5938ca36-c5ee-455b-b0ce-8211f1921be5?item=28bcc62b-fd4a-453d-8ad8-d1a77d83d849,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202510031924_9165tyg02qv.jpeg,success,
Limpador Veja Antibac Oxi Ativo 500ml Spray Oferta,"R$ 28,01",,https://www.ifood.com.br/delivery/brasilia-df/carrefour-hiper---asa-norte-asa-norte/1dcd9511-ab36-416b-b32f-65ca7b793be0?item=71a5072c-d2dd-441c-9cb0-5e0c7c675ef5,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202603171639_rchynfjb85.jpeg,success,
,,,https://www.ifood.com.br/delivery/brasilia-df/carrefour-hiper---asa-norte-asa-norte/1dcd9511-ab36-416b-b32f-65ca7b793be0?item=9ad79f2d-a61e-4f96-9813-3022cb991d06,,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---giovani-gronchi-vila-andrade/26dc0387-2264-4566-9f53-0d8b3bdbd994?item=8d256ff6-208b-4009-9b71-aeb3a565f6e5,,success,
Complemento Alimentar Sustagen Kids Chocolate Lata 350g,"R$ 33,99",,https://www.ifood.com.br/delivery/brasilia-df/pao-de-acucar---aguas-claras-sul-aguas-claras/5938ca36-c5ee-455b-b0ce-8211f1921be5?item=ba5d119c-02b7-4d36-aec3-be20235237b4,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202603121513_dowkgtyz4ip.jpeg,success,
,,,https://www.ifood.com.br/delivery/brasilia-df/carrefour-hiper---asa-norte-asa-norte/1dcd9511-ab36-416b-b32f-65ca7b793be0?item=a817bf7d-8d69-4e06-b1ed-a06091af24b0,,success,
Limpador de Limpeza Pesada Uso Direto Floral Veja 900ml,"R$ 30,61",,https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---pamplona-jardim-paulista/0568e774-7ba8-493c-a842-ac4d72546220?item=542d8fc7-a91e-4a9f-992f-e0459ef624dd,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202312220728_ky8cqlwbdif.jpeg,success,
Limpador Limpeza Pesada Bicarbonato Com Álcool Limão Veja Power Fusion Frasco 950ml,"R$ 21,99",,https://www.ifood.com.br/delivery/campinas-sp/pao-de-acucar---campinas-souza-souzas/356eaf9b-8433-413a-a546-48d319ea69f8?item=ab04e553-2b94-4c50-9d56-730bd81b09ca,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202603172012_lug0j3xbamo.jpeg,success,
,,,https://www.ifood.com.br/delivery/fortaleza-ce/farmacias-pague-menos---52-aldeota/8387b06c-6ac0-42b9-860c-8debae36d8fd?item=a4b5e4e2-9e8e-422b-863f-cb5e7eda78d3,,success,
Desinfetante Sanitário em Gel Harpic Marine 750ml,"R$ 14,29","R$ 14,29",https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---giovani-gronchi-vila-andrade/26dc0387-2264-4566-9f53-0d8b3bdbd994?item=1a11e5fc-4875-41db-9bdf-c51d0d01a0b7,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202508281816_caromqcjbhm.jpeg,success,
